"Results of the inspection on radioactive materials in fisheries products (press releases in March,2011_September,  2011)",,,,,,,,,,,,,,,,,
"Note: This data sheet is a compilation of individual  test results shown in the corresponding press releases, (in Japanese) by prefectural governments, available  at the website each prefecture or  _",,,,,,,,,,,,,,,,,
http://www.jfa.maff.go.jp/j/kakou/kensa/index.html,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,Press release,,Origin,,Sampling date,Item,,Radioactive Caesium (Bq/kg_ Provisional  regulation value for fish Radioactive caesium: 500 Bq/kg,,Radioactive _odine (Bq/kg_ Provisional  regulation value for fish Radioactive iodine: 2000 Bq/kg,,Facility that conducted  the analysis,Radioactive Caesium (Bq/kg_ Provisional  regulation value for fish Radioactive caesium: 500 Bq/kg,Radioactive _odine (Bq/kg_ Provisional  regulation value for fish Radioactive iodine: 2000 Bq/kg,,,
5224,Hokkaido,"10 January,2012",Hokkaido,"Offshore
Otobe Town","29 December,2011",______,"Alaska pollock
(Theragra  chalcogramma)",Not detectable,,Not detectable,,Japan Chemical Analysis Center,ND,ND,s,f,
5226,Hokkaido,"10 January,2012",Hokkaido,"Offshore
Kushiro City","21 December,2011",______,"Alaska pollock
(Theragra  chalcogramma)",Not detectable,,Not detectable,,"Japan Frozen Foods Inspection
Corporation",ND,ND,s,f,
5284,Aomori,"13 January,2012",Aomori,"Offshore
Hachinohe","9 January,2012",______,"Alaska pollock
(Theragra  chalcogramma)",3.9,,Not detectable,,Japan Chemical Analysis Center,3.9,ND,s,f,
5288,Hokkaido,"15 January,2012",Hokkaido,"Offshore
Muroran City","8 January,2012",______,"Alaska pollock
(Theragra  chalcogramma)",,1.89,Not detectable,,Japan Chemical Analysis Center,1.89,ND,s,f,
5291,Hokkaido,"15 January,2012",Hokkaido,"Offshore
Urakawa Town","5 January,2012",______,"Alaska pollock
(Theragra  chalcogramma)",Not detectable,,Not detectable,,Japan Chemical Analysis Center,ND,ND,s,f,
5353,Fukushima,"18 January,2012",Fukushima,Minami-soma City,"13 January,2012",______,"Alaska pollock
(Theragra  chalcogramma)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,s,f,
5416,Hokkaido,"18 January,2012",Hokkaido,"Offshore
Kushiro City","8 January,2012",______,"Alaska pollock
(Theragra  chalcogramma)",Not detectable,,Not detectable,,Private inspection facility,ND,ND,s,f,
5440,Hokkaido,"19 January,2012",Hokkaido,"Offshore
Muroran City","13 January,2012",______,"Alaska pollock
(Theragra  chalcogramma)",,1.31,Not detectable,,"Japan Frozen Foods Inspection
Corporation",1.31,ND,s,f,
5449,Aomori,"20 January,2012",Aomori,"Offshore
Rokkasho Village","16 January,2012",______,"Alaska pollock
(Theragra  chalcogramma)",,4.4,Not detectable,,Private inspection facility,4.4,ND,s,f,
5451,Hokkaido,"20 January,2012",Hokkaido,"Offshore
Urakawa Town","13 January,2012",______,"Alaska pollock
(Theragra  chalcogramma)",,0.46,Not detectable,,Japan Chemical Analysis Center,0.46,ND,s,f,
5463,Iwate,"20 January,2012",Iwate,"Offshore
Kamaishi City","15 January,2012",______,"Alaska pollock
(Theragra  chalcogramma)",,3.8,Not detectable,,"Japan Frozen Foods Inspection
Corporation",3.8,ND,s,f,
5464,Iwate,"20 January,2012",Iwate,"Offshore
Kuji City","16 January,2012",______,"Alaska pollock
(Theragra  chalcogramma)",,7.5,Not detectable,,Japan Chemical Analysis Center,7.5,ND,s,f,
5520,Hokkaido,"23 January,2012",Hokkaido,"Offshore
Kushiro City","13 January,2012",______,"Alaska pollock
(Theragra  chalcogramma)",Not detectable,,Not detectable,,Private inspection facility,ND,ND,s,f,
5543,Fukushima,"25 January,2012",Fukushima,Minami-soma City,"18 January,2012",______,"Alaska pollock
(Theragra  chalcogramma)",,78,Not detectable,,"Fukushima Agricultural Technology
Centre",78,ND,s,f,
5544,Fukushima,"25 January,2012",Fukushima,Soma City,"18 January,2012",______,"Alaska pollock
(Theragra  chalcogramma)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,s,f,
5599,Fukushima,"25 January,2012",Fukushima,Minami-soma City,"18 January,2012",______,"Alaska pollock
(Theragra  chalcogramma)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,s,f,
5640,Miyagi,"25 January,2012",Miyagi,"Offshore
Miyagi","16 January,2012",______,"Alaska pollock
(Theragra  chalcogramma)",4.7,,Not detectable,,Japan Chemical Analysis Center,4.7,ND,s,f,
5653,Hokkaido,"26 January,2012",Hokkaido,"Offshore
Muroran City","20 January,2012",______,"Alaska pollock
(Theragra  chalcogramma)",1.99,,Not detectable,,Japan Chemical Analysis Center,1.99,ND,s,f,
5656,Hokkaido,"26 January,2012",Hokkaido,"Offshore
Urakawa Town","17 January,2012",______,"Alaska pollock
(Theragra  chalcogramma)",Not detectable,,Not detectable,,Private inspection facility,ND,ND,s,f,
5672,Iwate,"27 January,2012",Iwate,"Offshore
Fudai Village","22 January,2012",______,"Alaska pollock
(Theragra  chalcogramma)",,3.2,Not detectable,,Private inspection facility,3.2,ND,s,f,
5673,Iwate,"27 January,2012",Iwate,"Offshore
Iwaizumi Town","23 January,2012",______,"Alaska pollock
(Theragra  chalcogramma)",,2,Not detectable,,Private inspection facility,2,ND,s,f,
5689,Hokkaido,"30 January,2012",Hokkaido,"Offshore
Kushiro City","19 January,2012",______,"Alaska pollock
(Theragra  chalcogramma)",,0.58,Not detectable,,Private inspection facility,0.58,ND,s,f,
5813,Fukushima,"1 February,2012",Fukushima,Soma City,"25 January,2012",______,"Alaska pollock
(Theragra  chalcogramma)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,s,f,
5866,Miyagi,"1 February,2012",Miyagi,"Offshore
Miyagi","25 January,2012",______,"Alaska pollock
(Theragra  chalcogramma)",,5.5,Not detectable,,Private inspection facility,5.5,ND,s,f,
5885,Hokkaido,"3 February,2012",Hokkaido,"Offshore
Muroran City","28 January,2012",______,"Alaska pollock
(Theragra  chalcogramma)",,1.42,Not detectable,,"Japan Frozen Foods Inspection
Corporation",1.42,ND,s,f,
5888,Hokkaido,"3 February,2012",Hokkaido,"Offshore
Urakawa Town","26 January,2012",______,"Alaska pollock
(Theragra  chalcogramma)",,1.17,Not detectable,,"Japan Frozen Foods Inspection
Corporation",1.17,ND,s,f,
5892,Aomori (National Federation of Medium Trawlers),"3 February,2012",Aomori,"Offshore Shiriya, Higashi-dori Village","30 January,2012",______,"Alaska pollock
(Theragra  chalcogramma)",Not detectable,,Not detectable,,Private inspection facility,ND,ND,s,f,
5900,Iwate,"3 February,2012",Iwate,"Offshore
Kamaishi City","30 January,2012",______,"Alaska pollock
(Theragra  chalcogramma)",Not detectable,,Not detectable,,Research Institute for Environmental Sciences  and Public Health of Iwate Prefecture,ND,ND,s,f,
5908,Iwate,"3 February,2012",Iwate,"Offshore
Fudai Village","29 January,2012",______,"Alaska pollock
(Theragra  chalcogramma)",,1.99,Not detectable,,"Japan Frozen Foods Inspection
Corporation",1.99,ND,s,f,
5909,Iwate (National Federation of Medium Trawlers),"3 February,2012",Iwate,"Offshore
Iwaizumi Town","31 January,2012",______,"Alaska pollock
(Theragra  chalcogramma)",,4.3,Not detectable,,"Japan Frozen Foods Inspection
Corporation",4.3,ND,s,f,
5929,Ibaraki,"3 February,2012",Ibaraki,"Offshore
Kita-ibaraki City","30 January,2012",______,"Alaska pollock
(Theragra  chalcogramma)",,56,Not detectable,,"Ibaraki Prefecture Environmental
Radiation Monitoring Center",56,ND,s,f,
5989,Fukushima,"8 February,2012",Fukushima,Iwaki City,"6 February,2012",______,"Alaska pollock
(Theragra  chalcogramma)",,78,Not detectable,,"Fukushima Agricultural Technology
Centre",78,ND,s,f,
6046,Fukushima,"8 February,2012",Fukushima,Minami-soma City,"31 January,2012",______,"Alaska pollock
(Theragra  chalcogramma)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,s,f,
6078,Miyagi,"8 February,2012",Miyagi,"Offshore
Miyagi","29 January,2012",______,"Alaska pollock
(Theragra  chalcogramma)",,1.78,Not detectable,,Private inspection facility,1.78,ND,s,f,
6084,Miyagi,"8 February,2012",Miyagi,"Offshore
Miyagi","29 January,2012",______,"Alaska pollock
(Theragra  chalcogramma)",,5.9,Not detectable,,Japan Chemical Analysis Center,5.9,ND,s,f,
6178,Hokkaido,"9 February,2012",Hokkaido,"Offshore
Muroran City","4 February,2012",______,"Alaska pollock
(Theragra  chalcogramma)",Not detectable,,Not detectable,,"Japan Frozen Foods Inspection
Corporation",ND,ND,s,f,
6182,Hokkaido,"9 February,2012",Hokkaido,"Offshore
Urakawa Town","30 January,2012",______,"Alaska pollock
(Theragra  chalcogramma)",Not detectable,,Not detectable,,"Japan Frozen Foods Inspection
Corporation",ND,ND,s,f,
6186,Hokkaido,"9 February,2012",Hokkaido,"Offshore
Kushiro City","1 February,2012",______,"Alaska pollock
(Theragra  chalcogramma)",Not detectable,,Not detectable,,Japan Chemical Analysis Center,ND,ND,s,f,
6193,Aomori,"10 February,2012",Aomori,"Offshore Obuchi, Rokkasho Village","5 February,2012",______,"Alaska pollock
(Theragra  chalcogramma)",0.8,,Not detectable,,Japan Chemical Analysis Center,0.8,ND,s,f,
6198,Iwate,"10 February,2012",Iwate,"Offshore
Iwaizumi Town","5 February,2012",______,"Alaska pollock
(Theragra  chalcogramma)",0.59,,Not detectable,,Private inspection facility,0.59,ND,s,f,
6199,Iwate (National Federation of Medium Trawlers),"10 February,2012",Iwate,"Offshore
Miyako City","6 February,2012",______,"Alaska pollock
(Theragra  chalcogramma)",5.6,,Not detectable,,"Japan Frozen Foods Inspection
Corporation",5.6,ND,s,f,
6223,Hokkaido,"13 February,2012",Hokkaido,"Offshore
Kushiro City","26 January,2012",______,"Alaska pollock
(Theragra  chalcogramma)",Not detectable,,Not detectable,,Private inspection facility,ND,ND,s,f,
6275,Hokkaido,"15 February,2012",Hokkaido,"Offshore
Muroran City","9 February,2012",______,"Alaska pollock
(Theragra  chalcogramma)",,1.1,Not detectable,,"Japan Frozen Foods Inspection
Corporation",1.1,ND,s,f,
6287,Miyagi,"15 February,2012",Miyagi,"Offshore
Miyagi","7 February,2012",______,"Alaska pollock
(Theragra  chalcogramma)",,9.8,Not detectable,,Private inspection facility,9.8,ND,s,f,
6294,Miyagi,"15 February,2012",Miyagi,"Offshore
Miyagi","8 February,2012",______,"Alaska pollock
(Theragra  chalcogramma)",,19.1,Not detectable,,Private inspection facility,19.1,ND,s,f,
6313,Fukushima,"15 February,2012",Fukushima,Iwaki City,"13 February,2012",______,"Alaska pollock
(Theragra  chalcogramma)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,s,f,
6364,Fukushima,"15 February,2012",Fukushima,Minami-soma City,"10 February,2012",______,"Alaska pollock
(Theragra  chalcogramma)",,12,Not detectable,,"Fukushima Agricultural Technology
Centre",12,ND,s,f,
6365,Fukushima,"15 February,2012",Fukushima,Minami-soma City,"10 February,2012",______,"Alaska pollock
(Theragra  chalcogramma)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,s,f,
6418,Hokkaido,"16 February,2012",Hokkaido,"Offshore
Urakawa Town","6 February,2012",______,"Alaska pollock
(Theragra  chalcogramma)",,3.9,Not detectable,,"Japan Frozen Foods Inspection
Corporation",3.9,ND,s,f,
6467,Iwate,"17 February,2012",Iwate,"Offshore
Miyako City","12 February,2012",______,"Alaska pollock
(Theragra  chalcogramma)",,0.78,Not detectable,,Japan Chemical Analysis Center,0.78,ND,s,f,
6468,Iwate,"17 February,2012",Iwate,"Offshore
Miyako City","13 February,2012",______,"Alaska pollock
(Theragra  chalcogramma)",,1.92,Not detectable,,Private inspection facility,1.92,ND,s,f,
6564,Fukushima,"22 February,2012",Fukushima,Minami-soma City,"15 February,2012",______,"Alaska pollock
(Theragra  chalcogramma)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,s,f,
6565,Fukushima,"22 February,2012",Fukushima,Minami-soma City,"15 February,2012",______,"Alaska pollock
(Theragra  chalcogramma)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,s,f,
6631,Miyagi,"22 February,2012",Miyagi,"Offshore
Miyagi","12 February,2012",______,"Alaska pollock
(Theragra  chalcogramma)",,3.8,Not detectable,,Private inspection facility,3.8,ND,s,f,
6632,Miyagi,"22 February,2012",Miyagi,"Offshore
Miyagi","12 February,2012",______,"Alaska pollock
(Theragra  chalcogramma)",Not detectable,,Not detectable,,Private inspection facility,ND,ND,s,f,
6661,Hokkaido,"23 February,2012",Hokkaido,"Offshore
Muroran City","18 February,2012",______,"Alaska pollock
(Theragra  chalcogramma)",Not detectable,,Not detectable,,"Japan Frozen Foods Inspection
Corporation",ND,ND,s,f,
6664,Hokkaido,"23 February,2012",Hokkaido,"Offshore
Urakawa Town","14 February,2012",______,"Alaska pollock
(Theragra  chalcogramma)",Not detectable,,Not detectable,,Private inspection facility,ND,ND,s,f,
6728,Ibaraki,"24 February,2012",Ibaraki,"Offshore
Kashima City","13 February,2012",______,"Alaska pollock
(Theragra  chalcogramma)",14,,Not detectable,,"Japan Frozen Foods Inspection
Corporation",14,ND,s,f,
6755,Hokkaido,"24 February,2012",Hokkaido,"Offshore
Kushiro City","17 February,2012",______,"Alaska pollock
(Theragra  chalcogramma)",,0.69,Not detectable,,Private inspection facility,0.69,ND,s,f,
6758,Iwate,"24 February,2012",Iwate,"Offshore
Miyako City","19 February,2012",______,"Alaska pollock
(Theragra  chalcogramma)",,1.86,Not detectable,,"Japan Frozen Foods Inspection
Corporation",1.86,ND,s,f,
6759,Iwate (National Federation of Medium Trawlers),"24 February,2012",Iwate,"Offshore
Fudai Village","20 February,2012",______,"Alaska pollock
(Theragra  chalcogramma)",,0.53,Not detectable,,Japan Chemical Analysis Center,0.53,ND,s,f,
6773,Iwate,"27 February,2012",Iwate,"Offshore
Kamaishi City","20 February,2012",______,"Alaska pollock
(Theragra  chalcogramma)",Not detectable,,Not detectable,,Research Institute for Environmental Sciences  and Public Health of Iwate Prefecture,ND,ND,s,f,
6819,Aomori,"27 February,2012",Aomori,"Offshore , Takahoko Rokkasho Village","19 February,2012",______,"Alaska pollock
(Theragra  chalcogramma)",0.74,,Not detectable,,Japan Chemical Analysis Center,0.74,ND,s,f,
6870,Fukushima,"29 February,2012",Fukushima,Iwaki City,"27 February,2012",______,"Alaska pollock
(Theragra  chalcogramma)",,6.9,Not detectable,,"Fukushima Agricultural Technology
Centre",6.9,ND,s,f,
6918,Fukushima,"29 February,2012",Fukushima,Soma City,"22 February,2012",______,"Alaska pollock
(Theragra  chalcogramma)",,7.6,Not detectable,,"Fukushima Agricultural Technology
Centre",7.6,ND,s,f,
6919,Fukushima,"29 February,2012",Fukushima,Shinchi Town,"23 February,2012",______,"Alaska pollock
(Theragra  chalcogramma)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,s,f,
6976,Miyagi,"29 February,2012",Miyagi,"Offshore
Miyagi","20 February,2012",______,"Alaska pollock
(Theragra  chalcogramma)",,5.2,Not detectable,,Private inspection facility,5.2,ND,s,f,
7007,Hokkaido,"1 March,2012",Hokkaido,"Offshore
Urakawa Town","21 February,2012",______,"Alaska pollock
(Theragra  chalcogramma)",Not detectable,,Not detectable,,Private inspection facility,ND,ND,s,f,
7071,Iwate,"2 March,2012",Iwate,"Offshore
Fudai Village","26 February,2012",______,"Alaska pollock
(Theragra  chalcogramma)",,0.48,Not detectable,,"Japan Frozen Foods Inspection
Corporation",0.48,ND,s,f,
7072,Iwate (National Federation of Medium Trawlers),"2 March,2012",Iwate,"Offshore
Kamaishi City","27 February,2012",______,"Alaska pollock
(Theragra  chalcogramma)",,1.19,Not detectable,,"Japan Frozen Foods Inspection
Corporation",1.19,ND,s,f,
7082,Hokkaido,"2 March,2012",Hokkaido,"Offshore
Kushiro City","20 February,2012",______,"Alaska pollock
(Theragra  chalcogramma)",Not detectable,,Not detectable,,Japan Chemical Analysis Center,ND,ND,s,f,
7088,Hokkaido,"5 March,2012",Hokkaido,"Offshore
Muroran City","27 February,2012",______,"Alaska pollock
(Theragra  chalcogramma)",Not detectable,,Not detectable,,Japan Chemical Analysis Center,ND,ND,s,f,
7183,Fukushima,"7 March,2012",Fukushima,Okuma Town,"29 February,2012",______,"Alaska pollock
(Theragra  chalcogramma)",,82,Not detectable,,"Fukushima Agricultural Technology
Centre",82,ND,s,f,
7184,Fukushima,"7 March,2012",Fukushima,Minami-soma City,"29 February,2012",______,"Alaska pollock
(Theragra  chalcogramma)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,s,f,
7232,Miyagi,"7 March,2012",Miyagi,"Offshore
Miyagi","27 February,2012",______,"Alaska pollock
(Theragra  chalcogramma)",3.3,,Not detectable,,Private inspection facility,3.3,ND,s,f,
7233,Miyagi,"7 March,2012",Miyagi,"Offshore
Miyagi","27 February,2012",______,"Alaska pollock
(Theragra  chalcogramma)",0.65,,Not detectable,,Private inspection facility,0.65,ND,s,f,
7243,Hokkaido,"7 March,2012",Hokkaido,"Offshore
Muroran City","2 March,2012",______,"Alaska pollock
(Theragra  chalcogramma)",Not detectable,,Not detectable,,"Japan Frozen Foods Inspection
Corporation",ND,ND,s,f,
7246,Hokkaido,"8 March,2012",Hokkaido,"Offshore
Urakawa Town","29 February,2012",______,"Alaska pollock
(Theragra  chalcogramma)",0.44,,Not detectable,,"Japan Frozen Foods Inspection
Corporation",0.44,ND,s,f,
7294,Ibaraki,"8 March,2012",Ibaraki,"Offshore
Hitachi City","27 February,2012",______,"Alaska pollock
(Theragra  chalcogramma)",,5,Not detectable,,"Japan Frozen Foods Inspection
Corporation",5,ND,s,f,
7295,Ibaraki,"8 March,2012",Ibaraki,"Offshore
Hitachinaka City","28 February,2012",______,"Alaska pollock
(Theragra  chalcogramma)",,8,Not detectable,,"Japan Frozen Foods Inspection
Corporation",8,ND,s,f,
7320,Iwate,"9 March,2012",Iwate,"Offshore
Kamaishi City","5 March,2012",______,"Alaska pollock
(Theragra  chalcogramma)",1.8,,Not detectable,,Private inspection facility,1.8,ND,s,f,
7330,Hokkaido,"9 March,2012",Hokkaido,"Offshore
Kushiro City","1 March,2012",______,"Alaska pollock
(Theragra  chalcogramma)",0.56,,Not detectable,,"Japan Frozen Foods Inspection
Corporation",0.56,ND,s,f,
7336,Miyagi,"9 March,2012",Miyagi,"Offshore
Kesennuma City","4 March,2012",______,"Alaska pollock
(Theragra  chalcogramma)",,3.7,Not detectable,,Private inspection facility,3.7,ND,s,f,
7343,Aomori (National Federation of Medium Trawlers),"6 March,2012",Aomori,"Offshore
Hachinohe","29 February,2012",______,"Alaska pollock
(Theragra  chalcogramma)",Not detectable,,Not detectable,,Private inspection facility,ND,ND,s,f,
7564,Hokkaido,"15 March,2012",Hokkaido,"Offshore
Muroran City","9 March,2012",______,"Alaska pollock
(Theragra  chalcogramma)",1.51,,Not detectable,,"Japan Frozen Foods Inspection
Corporation",1.51,ND,s,f,
7568,Hokkaido,"15 March,2012",Hokkaido,"Offshore
Urakawa Town","5 March,2012",______,"Alaska pollock
(Theragra  chalcogramma)",0.67,,Not detectable,,Private inspection facility,0.67,ND,s,f,
7801,Hokkaido,"21 March,2012",Hokkaido,"Offshore
Kushiro City","9 March,2012",______,"Alaska pollock
(Theragra  chalcogramma)",Not detectable,,Not detectable,,"Japan Frozen Foods Inspection
Corporation",ND,ND,s,f,
7858,Iwate (National Federation of Medium Trawlers),"23 March,2012",Iwate,"Offshore
Iwaizumi Town","19 March,2012",______,"Alaska pollock
(Theragra  chalcogramma)",,1.54,Not detectable,,Private inspection facility,1.54,ND,s,f,
7868,Hokkaido,"23 March,2012",Hokkaido,"Offshore
Muroran City","18 March,2012",______,"Alaska pollock
(Theragra  chalcogramma)",Not detectable,,Not detectable,,"Japan Frozen Foods Inspection
Corporation",ND,ND,s,f,
7999,Hokkaido,"26 March,2012",Hokkaido,"Offshore
Kushiro City","26 March,2012",______,"Alaska pollock
(Theragra  chalcogramma)",Not detectable,,Not detectable,,"Japan Frozen Foods Inspection
Corporation",ND,ND,s,f,
8001,Hokkaido,"26 March,2012",Hokkaido,"Offshore
Urakawa Town","26 March,2012",______,"Alaska pollock
(Theragra  chalcogramma)",1.43,,Not detectable,,Japan Chemical Analysis Center,1.43,ND,s,f,
8032,Ibaraki,"26 March,2012",Ibaraki,"Offshore
Hitachi City","20 March,2012",______,"Alaska pollock
(Theragra  chalcogramma)",12,,Not detectable,,"Japan Frozen Foods Inspection
Corporation",12,ND,s,f,
8033,Ibaraki,"26 March,2012",Ibaraki,"Offshore
Kashima City","20 March,2012",______,"Alaska pollock
(Theragra  chalcogramma)",Not detectable,,Not detectable,,Japan Chemical Analysis Center,ND,ND,s,f,
8120,Fukushima,"28 March,2012",Fukushima,Namie Town,"22 March,2012",______,"Alaska pollock
(Theragra  chalcogramma)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,s,f,
8121,Fukushima,"28 March,2012",Fukushima,Minami-soma City,"22 March,2012",______,"Alaska pollock
(Theragra  chalcogramma)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,s,f,
8257,Miyagi,"28 March,2012",Miyagi,"Offshore
Kesennuma City","18 March,2012",______,"Alaska pollock
(Theragra  chalcogramma)",,0.66,Not detectable,,Japan Chemical Analysis Center,0.66,ND,s,f,
8289,Miyagi,"28 March,2012",Miyagi,"Offshore
Miyagi","21 March,2012",______,"Alaska pollock
(Theragra  chalcogramma)",,4.4,Not detectable,,"Japan Frozen Foods Inspection
Corporation",4.4,ND,s,f,
8339,Hokkaido,"29 March,2012",Hokkaido,"Offshore
Muroran City","23 March,2012",______,"Alaska pollock
(Theragra  chalcogramma)",,0.99,Not detectable,,"Japan Frozen Foods Inspection
Corporation",0.99,ND,s,f,
8343,Hokkaido,"29 March,2012",Hokkaido,"Offshore
Urakawa Town","19 March,2012",______,"Alaska pollock
(Theragra  chalcogramma)",Not detectable,,Not detectable,,"Japan Frozen Foods Inspection
Corporation",ND,ND,s,f,
8346,Iwate,"29 March,2012",Iwate,"Offshore
Iwate","26 March,2012",______,"Alaska pollock
(Theragra  chalcogramma)",,5.7,Not detectable,,Private inspection facility,5.7,ND,s,f,
8347,Iwate (National Federation of Medium Trawlers),"29 March,2012",Iwate,"Offshore
Kamaishi City","26 March,2012",______,"Alaska pollock
(Theragra  chalcogramma)",,3.6,Not detectable,,"Japan Frozen Foods Inspection
Corporation",3.6,ND,s,f,
8394,Iwate,"30 March,2012",Iwate,"Offshore
Kamaishi City","15 March,2012",______,"Alaska pollock
(Theragra  chalcogramma)",Not detectable,,Not detectable,,Research Institute for Environmental Sciences  and Public Health of Iwate Prefecture,ND,ND,s,f,
8430,Miyagi,"30 March,2012",Miyagi,"Offshore
Miyagi","22 March,2012",______,"Alaska pollock
(Theragra  chalcogramma)",,6.6,Not detectable,,"Japan Frozen Foods Inspection
Corporation",6.6,ND,s,f,
59,National Federation of Medium Trawlers,"8,April, 2011",Iwate,Offshore Miyako city and Kuji city,"5, April, 2011",______,"Alaska pollock
(Theragra chalcogramma)",Not detectable,,Not detectable,,"National Research Institute of Fisheries Science, Fisheries Research Agency, Japan",ND,ND,s,f,
162,National Federation of Medium Trawlers,"25 April, 2011",Iwate,"Offshore
Miyako City","19 April, 2011",______,"Alaska pollock
(Theragra chalcogramma)",Not detectable,,Not detectable,,"National Research Institute of Fisheries Science, Fisheries Research Agency, Japan",ND,ND,s,f,
192,National Federation of Medium Trawlers,"28 April, 2011",Iwate,"Offshore Miyako
City","25 April, 2011",______,"Alaska pollock
(Theragra chalcogramma)",Not detectable,,Not detectable,,"National Research Institute of Fisheries Science, Fisheries Research Agency, Japan",ND,ND,s,f,
194,Miyagi,"28 April, 2011",Miyagi,"Offshore
Miyagi","27 April, 2011",______,"Alaska pollock
(Theragra chalcogramma)",,2.34,Not detectable,,Tohoku University,2.34,ND,s,f,
344,National Federation of Medium Trawlers,"20 May, 2011",Iwate,"Offshore Miyako
City","16 May, 2011",______,"Alaska pollock
(Theragra chalcogramma)",,5.6,Not detectable,,"National Research Institute of Fisheries Science, Fisheries Research Agency, Japan",5.6,ND,s,f,
616,National Federation of Medium Trawlers,"15 June, 2011",Iwate,"Offshore Miyako
City","2 June, 2011",______,"Alaska pollock
(Theragra chalcogramma)",,4.8,Not detectable,,"National Research Institute of Fisheries Science, Fisheries Research Agency, Japan",4.8,ND,s,f,
