,Press release,,Origin,,Sampling date,Item,,Radioactive Caesium (Bq/kg_ Provisional  regulation value for fish Radioactive caesium: 500 Bq/kg,,Radioactive _odine (Bq/kg_ Provisional  regulation value for fish Radioactive iodine: 2000 Bq/kg,,Facility that conducted  the analysis,Radioactive Caesium (Bq/kg_ Provisional  regulation value for fish Radioactive caesium: 500 Bq/kg,Radioactive _odine (Bq/kg_ Provisional  regulation value for fish Radioactive iodine: 2000 Bq/kg,,,,,
4270,Iwate,"25 November ,2011",Iwate,"Offshore
Kamaishi City","16 November ,2011",____,"Fat greenling
(Hexagrammos otakii)",Not detectable,,Not detectable,,Research Institute for Environmental Sciences  and Public Health of Iwate Prefecture,ND,ND,demersal,s,f,2011,16
4305,Ibaraki,"28 November ,2011",Ibaraki,"Offshore
Hitachi City","24 November ,2011",____,"Fat greenling
(Hexagrammos otakii)",74,,Not detectable,,"Ibaraki Prefecture Environmental
Radiation Monitoring Center",74,ND,demersal,s,f,2011,24
4345,Fukushima,"30 November ,2011",Fukushima,Iwaki City,"27 November ,2011",____,"Fat greenling
(Hexagrammos otakii)",,290,Not detectable,,"Fukushima Agricultural Technology
Centre",290,ND,demersal,s,f,2011,27
4346,Fukushima,"30 November ,2011",Fukushima,Iwaki City,"28 November ,2011",____,"Fat greenling
(Hexagrammos otakii)",,1780,Not detectable,,"Fukushima Agricultural Technology
Centre",1780,ND,demersal,s,f,2011,28
4347,Fukushima,"30 November ,2011",Fukushima,Iwaki City,"28 November ,2011",____,"Fat greenling
(Hexagrammos otakii)",,168,Not detectable,,"Fukushima Agricultural Technology
Centre",168,ND,demersal,s,f,2011,28
4368,Fukushima,"30 November ,2011",Fukushima,Soma City,"25 November ,2011",____,"Fat greenling
(Hexagrammos otakii)",,123,Not detectable,,"Fukushima Agricultural Technology
Centre",123,ND,demersal,s,f,2011,25
4369,Fukushima,"30 November ,2011",Fukushima,Minami-soma City,"26 November ,2011",____,"Fat greenling
(Hexagrammos otakii)",,68,Not detectable,,"Fukushima Agricultural Technology
Centre",68,ND,demersal,s,f,2011,26
4445,Ibaraki,"2 December,2011",Ibaraki,"Offshore
Hitachi City","29 November ,2011",____,"Fat greenling
(Hexagrammos otakii)",,56,Not detectable,,"Ibaraki Prefecture Environmental
Radiation Monitoring Center",56,ND,demersal,s,f,2011,29
4478,Yokohama City,"2 December,2011",Kanagawa,"Offshore
Yokohama City","28 November ,2011",____,"Fat greenling
(Hexagrammos otakii)",Not detectable,,Not detectable,,"Yokohama City Institute of Public
Health",ND,ND,demersal,s,f,2011,28
4517,Fukushima,"7 December,2011",Fukushima,Iwaki City,"5 December,2011",____,"Fat greenling
(Hexagrammos otakii)",,168,Not detectable,,"Fukushima Agricultural Technology
Centre",168,ND,demersal,s,f,2011,5 
4535,Fukushima,"7 December,2011",Fukushima,Minami-soma City,"2 December,2011",____,"Fat greenling
(Hexagrammos otakii)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,demersal,s,f,2011,2 
4536,Fukushima,"7 December,2011",Fukushima,Soma City,"2 December,2011",____,"Fat greenling
(Hexagrammos otakii)",,155,Not detectable,,"Fukushima Agricultural Technology
Centre",155,ND,demersal,s,f,2011,2 
4537,Fukushima,"7 December,2011",Fukushima,Hirono Town,"5 December,2011",____,"Fat greenling
(Hexagrammos otakii)",,179,Not detectable,,"Fukushima Agricultural Technology
Centre",179,ND,demersal,s,f,2011,5 
4679,Fukushima,"14 December,2011",Fukushima,Iwaki City,"11 December,2011",____,"Fat greenling
(Hexagrammos otakii)",,270,Not detectable,,"Fukushima Agricultural Technology
Centre",270,ND,demersal,s,f,2011,11
4680,Fukushima,"14 December,2011",Fukushima,Iwaki City,"11 December,2011",____,"Fat greenling
(Hexagrammos otakii)",,250,Not detectable,,"Fukushima Agricultural Technology
Centre",250,ND,demersal,s,f,2011,11
4696,Fukushima,"14 December,2011",Fukushima,Shinchi Town,"9 December,2011",____,"Fat greenling
(Hexagrammos otakii)",,107,Not detectable,,"Fukushima Agricultural Technology
Centre",107,ND,demersal,s,f,2011,9 
4697,Fukushima,"14 December,2011",Fukushima,Minami-soma City,"10 December,2011",____,"Fat greenling
(Hexagrammos otakii)",,221,Not detectable,,"Fukushima Agricultural Technology
Centre",221,ND,demersal,s,f,2011,10
4698,Fukushima,"14 December,2011",Fukushima,Minami-soma City,"10 December,2011",____,"Fat greenling
(Hexagrammos otakii)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,demersal,s,f,2011,10
4699,Fukushima,"14 December,2011",Fukushima,Hirono Town,"12 December,2011",____,"Fat greenling
(Hexagrammos otakii)",,1940,Not detectable,,"Fukushima Agricultural Technology
Centre",1940,ND,demersal,s,f,2011,12
4795,Ibaraki,"16 December,2011",Ibaraki,"Offshore
Hitachinaka City","11 December,2011",____,"Fat greenling
(Hexagrammos otakii)",,169,Not detectable,,"Japan Frozen Foods Inspection
Corporation",169,ND,demersal,s,f,2011,11
4850,Ibaraki,"20 December,2011",Ibaraki,"Offshore
Hitachi City","15 December,2011",____,"Fat greenling
(Hexagrammos otakii)",,155,Not detectable,,"Ibaraki Prefecture Environmental
Radiation Monitoring Center",155,ND,demersal,s,f,2011,15
4880,Fukushima,"21 December,2011",Fukushima,Iwaki City,"18 December,2011",____,"Fat greenling
(Hexagrammos otakii)",,350,Not detectable,,"Fukushima Agricultural Technology
Centre",350,ND,demersal,s,f,2011,18
4892,Fukushima,"21 December,2011",Fukushima,Soma City,"14 December,2011",____,"Fat greenling
(Hexagrammos otakii)",,158,Not detectable,,"Fukushima Agricultural Technology
Centre",158,ND,demersal,s,f,2011,14
4893,Fukushima,"21 December,2011",Fukushima,Soma City,"15 December,2011",____,"Fat greenling
(Hexagrammos otakii)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,demersal,s,f,2011,15
4894,Fukushima,"21 December,2011",Fukushima,Minami-soma City,"17 December,2011",____,"Fat greenling
(Hexagrammos otakii)",,158,Not detectable,,"Fukushima Agricultural Technology
Centre",158,ND,demersal,s,f,2011,17
4895,Fukushima,"21 December,2011",Fukushima,Hirono Town,"18 December,2011",____,"Fat greenling
(Hexagrammos otakii)",,1380,Not detectable,,"Fukushima Agricultural Technology
Centre",1380,ND,demersal,s,f,2011,18
4896,Fukushima,"21 December,2011",Fukushima,Hirono Town,"19 December,2011",____,"Fat greenling
(Hexagrammos otakii)",,1000,Not detectable,,"Fukushima Agricultural Technology
Centre",1000,ND,demersal,s,f,2011,19
5092,Fukushima,"28 December,2011",Fukushima,Iwaki City,"25 December,2011",____,"Fat greenling
(Hexagrammos otakii)",,440,Not detectable,,"Fukushima Agricultural Technology
Centre",440,ND,demersal,s,f,2011,25
5093,Fukushima,"28 December,2011",Fukushima,Iwaki City,"26 December,2011",____,"Fat greenling
(Hexagrammos otakii)",,1220,Not detectable,,"Fukushima Agricultural Technology
Centre",1220,ND,demersal,s,f,2011,26
5117,Fukushima,"28 December,2011",Fukushima,Shinchi Town,"21 December,2011",____,"Fat greenling
(Hexagrammos otakii)",,92,Not detectable,,"Fukushima Agricultural Technology
Centre",92,ND,demersal,s,f,2011,21
5118,Fukushima,"28 December,2011",Fukushima,Minami-soma City,"21 December,2011",____,"Fat greenling
(Hexagrammos otakii)",,43,Not detectable,,"Fukushima Agricultural Technology
Centre",43,ND,demersal,s,f,2011,21
5190,Fukushima,"4 January,2012",Fukushima,Iwaki City,"25 December,2011",____,"Fat greenling
(Hexagrammos otakii)",220,,Not detectable,,"Fukushima Agricultural Technology
Centre",220,ND,demersal,s,f,2011,25
5196,Fukushima,"4 January,2012",Fukushima,Soma City,"21 December,2011",____,"Fat greenling
(Hexagrammos otakii)",101,,Not detectable,,"Fukushima Agricultural Technology
Centre",101,ND,demersal,s,f,2011,21
5197,Fukushima,"4 January,2012",Fukushima,Hirono Town,"21 December,2011",____,"Fat greenling
(Hexagrammos otakii)",1480,,Not detectable,,"Fukushima Agricultural Technology
Centre",1480,ND,demersal,s,f,2011,21
5313,Fukushima,"18 January,2012",Fukushima,Iwaki City,"15 January,2012",____,"Fat greenling
(Hexagrammos otakii)",,360,Not detectable,,"Fukushima Agricultural Technology
Centre",360,ND,demersal,s,f,2012,15
5314,Fukushima,"18 January,2012",Fukushima,Iwaki City,"16 January,2012",____,"Fat greenling
(Hexagrammos otakii)",,1270,Not detectable,,"Fukushima Agricultural Technology
Centre",1270,ND,demersal,s,f,2012,16
5315,Fukushima,"18 January,2012",Fukushima,Iwaki City,"16 January,2012",____,"Fat greenling
(Hexagrammos otakii)",,71,Not detectable,,"Fukushima Agricultural Technology
Centre",71,ND,demersal,s,f,2012,16
5342,Fukushima,"18 January,2012",Fukushima,Shinchi Town,"13 January,2012",____,"Fat greenling
(Hexagrammos otakii)",,119,Not detectable,,"Fukushima Agricultural Technology
Centre",119,ND,demersal,s,f,2012,13
5343,Fukushima,"18 January,2012",Fukushima,Hirono Town,"15 January,2012",____,"Fat greenling
(Hexagrammos otakii)",,1540,Not detectable,,"Fukushima Agricultural Technology
Centre",1540,ND,demersal,s,f,2012,15
5453,Hokkaido,"20 January,2012",Hokkaido,"Offshore
Urakawa Town","13 January,2012",____,"Fat greenling
(Hexagrammos otakii)",Not detectable,,Not detectable,,Private inspection facility,ND,ND,demersal,s,f,2012,13
5527,Fukushima,"25 January,2012",Fukushima,Hirono Town,"16 January,2012",____,"Fat greenling
(Hexagrammos otakii)",,620,Not detectable,,"Fukushima Agricultural Technology
Centre",620,ND,demersal,s,f,2012,16
5528,Fukushima,"25 January,2012",Fukushima,Minami-soma City,"19 January,2012",____,"Fat greenling
(Hexagrammos otakii)",,260,Not detectable,,"Fukushima Agricultural Technology
Centre",260,ND,demersal,s,f,2012,19
5529,Fukushima,"25 January,2012",Fukushima,Soma City,"19 January,2012",____,"Fat greenling
(Hexagrammos otakii)",,134,Not detectable,,"Fukushima Agricultural Technology
Centre",134,ND,demersal,s,f,2012,19
5582,Fukushima,"25 January,2012",Fukushima,Soma City,"19 January,2012",____,"Fat greenling
(Hexagrammos otakii)",,148,Not detectable,,"Fukushima Agricultural Technology
Centre",148,ND,demersal,s,f,2012,19
5583,Fukushima,"25 January,2012",Fukushima,Shinchi Town,"20 January,2012",____,"Fat greenling
(Hexagrammos otakii)",,121,Not detectable,,"Fukushima Agricultural Technology
Centre",121,ND,demersal,s,f,2012,20
5705,Ibaraki,"31 January,2012",Ibaraki,"Offshore
Oarai Town","25 January,2012",____,"Fat greenling
(Hexagrammos otakii)",37,,Not detectable,,"Japan Frozen Foods Inspection
Corporation",37,ND,demersal,s,f,2012,25
5736,Fukushima,"1 February,2012",Fukushima,Iwaki City,"26 January,2012",____,"Fat greenling
(Hexagrammos otakii)",,240,Not detectable,,"Fukushima Agricultural Technology
Centre",240,ND,demersal,s,f,2012,26
5737,Fukushima,"1 February,2012",Fukushima,Iwaki City,"26 January,2012",____,"Fat greenling
(Hexagrammos otakii)",,1740,Not detectable,,"Fukushima Agricultural Technology
Centre",1740,ND,demersal,s,f,2012,26
5779,Fukushima,"1 February,2012",Fukushima,Hirono Town,"26 January,2012",____,"Fat greenling
(Hexagrammos otakii)",,570,Not detectable,,"Fukushima Agricultural Technology
Centre",570,ND,demersal,s,f,2012,26
5795,Fukushima,"1 February,2012",Fukushima,Shinchi Town,"25 January,2012",____,"Fat greenling
(Hexagrammos otakii)",,59,Not detectable,,"Fukushima Agricultural Technology
Centre",59,ND,demersal,s,f,2012,25
5796,Fukushima,"1 February,2012",Fukushima,Minami-soma City,"25 January,2012",____,"Fat greenling
(Hexagrammos otakii)",,10,Not detectable,,"Fukushima Agricultural Technology
Centre",10,ND,demersal,s,f,2012,25
5797,Fukushima,"1 February,2012",Fukushima,Minami-soma City,"26 January,2012",____,"Fat greenling
(Hexagrammos otakii)",,240,Not detectable,,"Fukushima Agricultural Technology
Centre",240,ND,demersal,s,f,2012,26
5911,Iwate,"3 February,2012",Iwate,"Offshore
Kamaishi City","30 January,2012",____,"Fat greenling
(Hexagrammos otakii)",Not detectable,,Not detectable,,Private inspection facility,ND,ND,demersal,s,f,2012,30
5963,Fukushima,"8 February,2012",Fukushima,Iwaki City,"5 February,2012",____,"Fat greenling
(Hexagrammos otakii)",,214,Not detectable,,"Fukushima Agricultural Technology
Centre",214,ND,demersal,s,f,2012,5 
5964,Fukushima,"8 February,2012",Fukushima,Iwaki City,"6 February,2012",____,"Fat greenling
(Hexagrammos otakii)",,205,Not detectable,,"Fukushima Agricultural Technology
Centre",205,ND,demersal,s,f,2012,6 
6032,Fukushima,"8 February,2012",Fukushima,Minami-soma City,"31 January,2012",____,"Fat greenling
(Hexagrammos otakii)",,37,Not detectable,,"Fukushima Agricultural Technology
Centre",37,ND,demersal,s,f,2012,31
6033,Fukushima,"8 February,2012",Fukushima,Minami-soma City,"31 January,2012",____,"Fat greenling
(Hexagrammos otakii)",,730,Not detectable,,"Fukushima Agricultural Technology
Centre",730,ND,demersal,s,f,2012,31
6034,Fukushima,"8 February,2012",Fukushima,Hirono Town,"6 February,2012",____,"Fat greenling
(Hexagrammos otakii)",,1370,Not detectable,,"Fukushima Agricultural Technology
Centre",1370,ND,demersal,s,f,2012,6 
6135,Ibaraki,"9 February,2012",Ibaraki,"Offshore
Hitachi City","3 February,2012",____,"Fat greenling
(Hexagrammos otakii)",,52,Not detectable,,"Ibaraki Prefecture Environmental
Radiation Monitoring Center",52,ND,demersal,s,f,2012,3 
6234,Ibaraki,"14 February,2012",Ibaraki,"Offshore
Kashima City","9 February,2012",____,"Fat greenling
(Hexagrammos otakii)",,47,Not detectable,,"Ibaraki Prefecture Environmental
Radiation Monitoring Center",47,ND,demersal,s,f,2012,9 
6278,Miyagi,"15 February,2012",Miyagi,"Offshore
Miyagi","6 February,2012",____,"Fat greenling
(Hexagrammos otakii)",,5.9,Not detectable,,"Japan Frozen Foods Inspection
Corporation",5.9,ND,demersal,s,f,2012,6 
6297,Fukushima,"15 February,2012",Fukushima,Iwaki City,"12 February,2012",____,"Fat greenling
(Hexagrammos otakii)",,209,Not detectable,,"Fukushima Agricultural Technology
Centre",209,ND,demersal,s,f,2012,12
6298,Fukushima,"15 February,2012",Fukushima,Iwaki City,"12 February,2012",____,"Fat greenling
(Hexagrammos otakii)",,350,Not detectable,,"Fukushima Agricultural Technology
Centre",350,ND,demersal,s,f,2012,12
6299,Fukushima,"15 February,2012",Fukushima,Iwaki City,"13 February,2012",____,"Fat greenling
(Hexagrammos otakii)",,840,Not detectable,,"Fukushima Agricultural Technology
Centre",840,ND,demersal,s,f,2012,13
6300,Fukushima,"15 February,2012",Fukushima,Iwaki City,"13 February,2012",____,"Fat greenling
(Hexagrammos otakii)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,demersal,s,f,2012,13
6335,Fukushima,"15 February,2012",Fukushima,Hirono Town,"9 February,2012",____,"Fat greenling
(Hexagrammos otakii)",,50,Not detectable,,"Fukushima Agricultural Technology
Centre",50,ND,demersal,s,f,2012,9 
6336,Fukushima,"15 February,2012",Fukushima,Soma City,"10 February,2012",____,"Fat greenling
(Hexagrammos otakii)",,89,Not detectable,,"Fukushima Agricultural Technology
Centre",89,ND,demersal,s,f,2012,10
6337,Fukushima,"15 February,2012",Fukushima,Minami-soma City,"10 February,2012",____,"Fat greenling
(Hexagrammos otakii)",,172,Not detectable,,"Fukushima Agricultural Technology
Centre",172,ND,demersal,s,f,2012,10
6338,Fukushima,"15 February,2012",Fukushima,Minami-soma City,"10 February,2012",____,"Fat greenling
(Hexagrammos otakii)",,1030,Not detectable,,"Fukushima Agricultural Technology
Centre",1030,ND,demersal,s,f,2012,10
6470,Iwate,"17 February,2012",Iwate,"Offshore
Kamaishi City","13 February,2012",____,"Fat greenling
(Hexagrammos otakii)",Not detectable,,Not detectable,,Japan Chemical Analysis Center,ND,ND,demersal,s,f,2012,13
6509,Fukushima,"22 February,2012",Fukushima,Iwaki City,"19 February,2012",____,"Fat greenling
(Hexagrammos otakii)",,214,Not detectable,,"Fukushima Agricultural Technology
Centre",214,ND,demersal,s,f,2012,19
6535,Fukushima,"22 February,2012",Fukushima,Minami-soma City,"15 February,2012",____,"Fat greenling
(Hexagrammos otakii)",,34,Not detectable,,"Fukushima Agricultural Technology
Centre",34,ND,demersal,s,f,2012,15
6536,Fukushima,"22 February,2012",Fukushima,Minami-soma City,"15 February,2012",____,"Fat greenling
(Hexagrammos otakii)",,158,Not detectable,,"Fukushima Agricultural Technology
Centre",158,ND,demersal,s,f,2012,15
6537,Fukushima,"22 February,2012",Fukushima,Soma City,"16 February,2012",____,"Fat greenling
(Hexagrammos otakii)",,85,Not detectable,,"Fukushima Agricultural Technology
Centre",85,ND,demersal,s,f,2012,16
6538,Fukushima,"22 February,2012",Fukushima,Hirono Town,"20 February,2012",____,"Fat greenling
(Hexagrammos otakii)",,1190,Not detectable,,"Fukushima Agricultural Technology
Centre",1190,ND,demersal,s,f,2012,20
6539,Fukushima,"22 February,2012",Fukushima,Hirono Town,"20 February,2012",____,"Fat greenling
(Hexagrammos otakii)",,880,Not detectable,,"Fukushima Agricultural Technology
Centre",880,ND,demersal,s,f,2012,20
6540,Fukushima,"22 February,2012",Fukushima,Hirono Town,"20 February,2012",____,"Fat greenling
(Hexagrammos otakii)",,1130,Not detectable,,"Fukushima Agricultural Technology
Centre",1130,ND,demersal,s,f,2012,20
6852,Fukushima,"29 February,2012",Fukushima,Iwaki City,"27 February,2012",____,"Fat greenling
(Hexagrammos otakii)",,126,Not detectable,,"Fukushima Agricultural Technology
Centre",126,ND,demersal,s,f,2012,27
6853,Fukushima,"29 February,2012",Fukushima,Iwaki City,"27 February,2012",____,"Fat greenling
(Hexagrammos otakii)",,100,Not detectable,,"Fukushima Agricultural Technology
Centre",100,ND,demersal,s,f,2012,27
6893,Fukushima,"29 February,2012",Fukushima,Minami-soma City,"21 February,2012",____,"Fat greenling
(Hexagrammos otakii)",,300,Not detectable,,"Fukushima Agricultural Technology
Centre",300,ND,demersal,s,f,2012,21
6894,Fukushima,"29 February,2012",Fukushima,Soma City,"22 February,2012",____,"Fat greenling
(Hexagrammos otakii)",,46,Not detectable,,"Fukushima Agricultural Technology
Centre",46,ND,demersal,s,f,2012,22
6895,Fukushima,"29 February,2012",Fukushima,Soma City,"22 February,2012",____,"Fat greenling
(Hexagrammos otakii)",,9.2,Not detectable,,"Fukushima Agricultural Technology
Centre",9.2,ND,demersal,s,f,2012,22
6980,Miyagi,"29 February,2012",Miyagi,"Offshore
Miyagi","22 February,2012",____,"Fat greenling
(Hexagrammos otakii)",,5.1,Not detectable,,"Japan Frozen Foods Inspection
Corporation",5.1,ND,demersal,s,f,2012,22
7054,Iwate,"2 March,2012",Iwate,"Offshore
Kamaishi City","15 February,2012",____,"Fat greenling
(Hexagrammos otakii)",Not detectable,,Not detectable,,Private inspection facility,ND,ND,demersal,s,f,2012,15
7107,Fukushima,"7 March,2012",Fukushima,Iwaki City,"27 February,2012",____,"Fat greenling
(Hexagrammos otakii)",,154,Not detectable,,"Fukushima Agricultural Technology
Centre",154,ND,demersal,s,f,2012,27
7108,Fukushima,"7 March,2012",Fukushima,Iwaki City,"2 March,2012",____,"Fat greenling
(Hexagrammos otakii)",,250,Not detectable,,"Fukushima Agricultural Technology
Centre",250,ND,demersal,s,f,2012,2 
7109,Fukushima,"7 March,2012",Fukushima,Iwaki City,"5 March,2012",____,"Fat greenling
(Hexagrammos otakii)",,89,Not detectable,,"Fukushima Agricultural Technology
Centre",89,ND,demersal,s,f,2012,5 
7159,Fukushima,"7 March,2012",Fukushima,Minami-soma City,"29 February,2012",____,"Fat greenling
(Hexagrammos otakii)",,14,Not detectable,,"Fukushima Agricultural Technology
Centre",14,ND,demersal,s,f,2012,29
7160,Fukushima,"7 March,2012",Fukushima,Soma City,"1 March,2012",____,"Fat greenling
(Hexagrammos otakii)",,79,Not detectable,,"Fukushima Agricultural Technology
Centre",79,ND,demersal,s,f,2012,1 
7161,Fukushima,"7 March,2012",Fukushima,Hirono Town,"4 March,2012",____,"Fat greenling
(Hexagrammos otakii)",,400,Not detectable,,"Fukushima Agricultural Technology
Centre",400,ND,demersal,s,f,2012,4 
7162,Fukushima,"7 March,2012",Fukushima,Hirono Town,"4 March,2012",____,"Fat greenling
(Hexagrammos otakii)",,840,Not detectable,,"Fukushima Agricultural Technology
Centre",840,ND,demersal,s,f,2012,4 
7394,Fukushima,"14 March,2012",Fukushima,Soma City,"8 March,2012",____,"Fat greenling
(Hexagrammos otakii)",,53,Not detectable,,"Fukushima Agricultural Technology
Centre",53,ND,demersal,s,f,2012,8 
7395,Fukushima,"14 March,2012",Fukushima,Minami-soma City,"8 March,2012",____,"Fat greenling
(Hexagrammos otakii)",,540,Not detectable,,"Fukushima Agricultural Technology
Centre",540,ND,demersal,s,f,2012,8 
7502,Ibaraki,"14 March,2012",Ibaraki,"Offshore
Oarai Town","7 March,2012",____,"Fat greenling
(Hexagrammos otakii)",33,,Not detectable,,Private inspection facility,33,ND,demersal,s,f,2012,7 
7584,Iwate,"16 March,2012",Iwate,"Offshore
Iwate","12 March,2012",____,"Fat greenling
(Hexagrammos otakii)",3.7,,Not detectable,,Japan Chemical Analysis Center,3.7,ND,demersal,s,f,2012,12
7671,Fukushima,"21 March,2012",Fukushima,Iwaki City,"14 March,2012",____,"Fat greenling
(Hexagrammos otakii)",,18,Not detectable,,"Fukushima Agricultural Technology
Centre",18,ND,demersal,s,f,2012,14
7701,Fukushima,"21 March,2012",Fukushima,Soma City,"14 March,2012",____,"Fat greenling
(Hexagrammos otakii)",,53,Not detectable,,"Fukushima Agricultural Technology
Centre",53,ND,demersal,s,f,2012,14
7702,Fukushima,"21 March,2012",Fukushima,Hirono Town,"14 March,2012",____,"Fat greenling
(Hexagrammos otakii)",,218,Not detectable,,"Fukushima Agricultural Technology
Centre",218,ND,demersal,s,f,2012,14
7703,Fukushima,"21 March,2012",Fukushima,Minami-soma City,"14 March,2012",____,"Fat greenling
(Hexagrammos otakii)",,48,Not detectable,,"Fukushima Agricultural Technology
Centre",48,ND,demersal,s,f,2012,14
7704,Fukushima,"21 March,2012",Fukushima,Hirono Town,"15 March,2012",____,"Fat greenling
(Hexagrammos otakii)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,demersal,s,f,2012,15
7705,Fukushima,"21 March,2012",Fukushima,Hirono Town,"15 March,2012",____,"Fat greenling
(Hexagrammos otakii)",,1140,Not detectable,,"Fukushima Agricultural Technology
Centre",1140,ND,demersal,s,f,2012,15
7706,Fukushima,"21 March,2012",Fukushima,Minami-soma City,"15 March,2012",____,"Fat greenling
(Hexagrammos otakii)",,172,Not detectable,,"Fukushima Agricultural Technology
Centre",172,ND,demersal,s,f,2012,15
7707,Fukushima,"21 March,2012",Fukushima,Soma City,"16 March,2012",____,"Fat greenling
(Hexagrammos otakii)",,79,Not detectable,,"Fukushima Agricultural Technology
Centre",79,ND,demersal,s,f,2012,16
7826,Miyagi,"21 March,2012",Miyagi,"Offshore
Miyagi","14 March,2012",____,"Fat greenling
(Hexagrammos otakii)",,5.6,Not detectable,,"Japan Frozen Foods Inspection
Corporation",5.6,ND,demersal,s,f,2012,14
7891,Ibaraki,"23 March,2012",Ibaraki,"Offshore
Hitachinaka City","16 March,2012",____,"Fat greenling
(Hexagrammos otakii)",,19,Not detectable,,Private inspection facility,19,ND,demersal,s,f,2012,16
8009,Ibaraki,"26 March,2012",Ibaraki,"Offshore
Oarai Town","21 March,2012",____,"Fat greenling
(Hexagrammos otakii)",52,,Not detectable,,"Japan Frozen Foods Inspection
Corporation",52,ND,demersal,s,f,2012,21
8068,Fukushima,"28 March,2012",Fukushima,Iwaki City,"25 March,2012",____,"Fat greenling
(Hexagrammos otakii)",,320,Not detectable,,"Fukushima Agricultural Technology
Centre",320,ND,demersal,s,f,2012,25
8069,Fukushima,"28 March,2012",Fukushima,Iwaki City,"25 March,2012",____,"Fat greenling
(Hexagrammos otakii)",,250,Not detectable,,"Fukushima Agricultural Technology
Centre",250,ND,demersal,s,f,2012,25
